workerid,proliferate.condition,internal_node_id,item_type,response,rt,slider_start,stimulus,time_elapsed,trial_index,trial_type,vignette,error
5,jordan,0.0-5.0-0.2,trustworthy,13,1887,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,20812,11,html-slider-response,music,
5,jordan,0.0-5.0-0.3,good,26,1437,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,22251,12,html-slider-response,music,
5,jordan,0.0-5.0-0.4,hypocritical,26,1543,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,23797,13,html-slider-response,music,
5,jordan,0.0-6.0-0.0,honest,0,1039,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided, but that he sometimes does it anyway. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",24837,14,html-button-response,printing,
5,jordan,0.0-7.0-0.0,hypocritical,81,2174,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,27013,15,html-slider-response,printing,
5,jordan,0.0-7.0-0.1,like,62,2276,50,<p>How much do you <b>like</b> Kevin?</p><br>,29292,16,html-slider-response,printing,
5,jordan,0.0-7.0-0.2,good,74,1775,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,31069,17,html-slider-response,printing,
5,jordan,0.0-7.0-0.3,honest,65,2237,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,33308,18,html-slider-response,printing,
5,jordan,0.0-7.0-0.4,trustworthy,76,2110,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,35420,19,html-slider-response,printing,
5,jordan,0.0-8.0-0.0,honest,0,1101,,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls, but that he sometimes does it anyway. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",36524,20,html-button-response,phone,
5,jordan,0.0-9.0-0.0,trustworthy,35,1733,50,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,38260,21,html-slider-response,phone,
5,jordan,0.0-9.0-0.1,honest,30,1783,50,<p>How <b>honest</b> do you think Bruce is?</p><br>,40045,22,html-slider-response,phone,
5,jordan,0.0-9.0-0.2,hypocritical,41,1518,50,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,41564,23,html-slider-response,phone,
5,jordan,0.0-9.0-0.3,like,37,1365,50,<p>How much do you <b>like</b> Bruce?</p><br>,42932,24,html-slider-response,phone,
5,jordan,0.0-9.0-0.4,good,33,1583,50,<p>How <b>good a person</b> do you think Bruce is?</p><br>,44516,25,html-slider-response,phone,
6,jordan,0.0-0.0,,0,1872,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",1881,0,html-button-response,,
6,jordan,0.0-1.0,,0,1013,,"<p> In this experiment, you will read 4 short stories and answer questions about them. </p>",2896,1,html-button-response,,
6,jordan,0.0-2.0-0.0,honest,0,846,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet, but that she sometimes does it anyway. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",3745,2,html-button-response,music,
6,jordan,0.0-3.0-0.0,trustworthy,18,2699,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,6448,3,html-slider-response,music,
6,jordan,0.0-3.0-0.1,hypocritical,33,2046,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,8496,4,html-slider-response,music,
6,jordan,0.0-3.0-0.2,honest,17,1822,50,<p>How <b>honest</b> do you think Becky is?</p><br>,10321,5,html-slider-response,music,
6,jordan,0.0-3.0-0.3,good,37,1635,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,11960,6,html-slider-response,music,
6,jordan,0.0-3.0-0.4,like,20,1751,50,<p>How much do you <b>like</b> Becky?</p><br>,13712,7,html-slider-response,music,
6,jordan,0.0-4.0-0.0,honest,0,1389,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided, but that he sometimes does it anyway. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",15104,8,html-button-response,printing,
6,jordan,0.0-5.0-0.0,trustworthy,34,1494,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,16601,9,html-slider-response,printing,
6,jordan,0.0-5.0-0.1,hypocritical,20,1774,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,18376,10,html-slider-response,printing,
6,jordan,0.0-5.0-0.2,like,28,1677,50,<p>How much do you <b>like</b> Kevin?</p><br>,20056,11,html-slider-response,printing,
6,jordan,0.0-5.0-0.3,honest,38,1526,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,21584,12,html-slider-response,printing,
6,jordan,0.0-5.0-0.4,good,31,1558,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,23144,13,html-slider-response,printing,
6,jordan,0.0-6.0-0.0,honest,0,1045,,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty, but that she sometimes does it anyway. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p><br>",24192,14,html-button-response,jury,
6,jordan,0.0-7.0-0.0,trustworthy,34,1694,50,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,25888,15,html-slider-response,jury,
6,jordan,0.0-7.0-0.1,honest,25,1709,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,27600,16,html-slider-response,jury,
6,jordan,0.0-7.0-0.2,good,33,1887,50,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,29488,17,html-slider-response,jury,
6,jordan,0.0-7.0-0.3,hypocritical,36,1447,50,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,30936,18,html-slider-response,jury,
6,jordan,0.0-7.0-0.4,like,33,1500,50,<p>How much do you <b>like</b> Jennifer?</p><br>,32438,19,html-slider-response,jury,
6,jordan,0.0-8.0-0.0,honest,0,1745,,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls, but that he sometimes does it anyway. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",34184,20,html-button-response,phone,
6,jordan,0.0-9.0-0.0,hypocritical,33,2436,50,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,36624,21,html-slider-response,phone,
6,jordan,0.0-9.0-0.1,good,39,1533,50,<p>How <b>good a person</b> do you think Bruce is?</p><br>,38160,22,html-slider-response,phone,
6,jordan,0.0-9.0-0.2,like,39,1373,50,<p>How much do you <b>like</b> Bruce?</p><br>,39535,23,html-slider-response,phone,
6,jordan,0.0-9.0-0.3,trustworthy,43,1765,50,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,41303,24,html-slider-response,phone,
6,jordan,0.0-9.0-0.4,honest,45,1590,50,<p>How <b>honest</b> do you think Bruce is?</p><br>,42896,25,html-slider-response,phone,
7,jordan,0.0-0.0,,0,1900,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",1909,0,html-button-response,,
7,jordan,0.0-1.0,,0,1004,,"<p> In this experiment, you will read 4 short stories and answer questions about them. </p>",2916,1,html-button-response,,
7,jordan,0.0-2.0-0.0,honest,0,1133,,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls, but that he sometimes does it anyway. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",4052,2,html-button-response,phone,
7,jordan,0.0-3.0-0.0,trustworthy,32,2301,50,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,6356,3,html-slider-response,phone,
7,jordan,0.0-3.0-0.1,honest,25,1478,50,<p>How <b>honest</b> do you think Bruce is?</p><br>,7837,4,html-slider-response,phone,
7,jordan,0.0-3.0-0.2,like,29,1788,50,<p>How much do you <b>like</b> Bruce?</p><br>,9629,5,html-slider-response,phone,
7,jordan,0.0-3.0-0.3,good,32,1492,50,<p>How <b>good a person</b> do you think Bruce is?</p><br>,11125,6,html-slider-response,phone,
7,jordan,0.0-3.0-0.4,hypocritical,35,1333,50,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,12461,7,html-slider-response,phone,
7,jordan,0.0-4.0-0.0,honest,0,884,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided, but that he sometimes does it anyway. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",13349,8,html-button-response,printing,
7,jordan,0.0-5.0-0.0,honest,22,1733,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,15085,9,html-slider-response,printing,
7,jordan,0.0-5.0-0.1,hypocritical,28,1725,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,16813,10,html-slider-response,printing,
7,jordan,0.0-5.0-0.2,like,28,1956,50,<p>How much do you <b>like</b> Kevin?</p><br>,18772,11,html-slider-response,printing,
7,jordan,0.0-5.0-0.3,trustworthy,34,1573,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,20347,12,html-slider-response,printing,
7,jordan,0.0-5.0-0.4,good,33,1328,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,21677,13,html-slider-response,printing,
7,jordan,0.0-6.0-0.0,honest,0,942,,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty, but that she sometimes does it anyway. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p><br>",22620,14,html-button-response,jury,
7,jordan,0.0-7.0-0.0,honest,31,1828,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,24453,15,html-slider-response,jury,
7,jordan,0.0-7.0-0.1,hypocritical,34,2093,50,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,26548,16,html-slider-response,jury,
7,jordan,0.0-7.0-0.2,good,38,1734,50,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,28284,17,html-slider-response,jury,
7,jordan,0.0-7.0-0.3,like,39,1414,50,<p>How much do you <b>like</b> Jennifer?</p><br>,29701,18,html-slider-response,jury,
7,jordan,0.0-7.0-0.4,trustworthy,34,1837,50,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,31539,19,html-slider-response,jury,
7,jordan,0.0-8.0-0.0,honest,0,872,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet, but that she sometimes does it anyway. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",32411,20,html-button-response,music,
7,jordan,0.0-9.0-0.0,trustworthy,29,1527,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,33940,21,html-slider-response,music,
7,jordan,0.0-9.0-0.1,hypocritical,35,1845,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,35788,22,html-slider-response,music,
7,jordan,0.0-9.0-0.2,good,39,1462,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,37252,23,html-slider-response,music,
7,jordan,0.0-9.0-0.3,honest,39,1766,50,<p>How <b>honest</b> do you think Becky is?</p><br>,39020,24,html-slider-response,music,
7,jordan,0.0-9.0-0.4,like,46,2063,50,<p>How much do you <b>like</b> Becky?</p><br>,41084,25,html-slider-response,music,
