workerid,proliferate.condition,internal_node_id,item,item_type,response,rt,slider_start,stimulus,time_elapsed,trial_index,trial_type,error
9,critcher,0.0-4.0-0.9,nate-conflicted,immoral,3,2041,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,29724,14,html-slider-response,
9,critcher,0.0-4.0-0.10,nate-reservations,immoral,3,2014,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,31742,15,html-slider-response,
9,critcher,0.0-4.0-0.11,nate-certain,immoral,3,2771,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,34516,16,html-slider-response,
9,critcher,0.0-4.0-0.12,nate-far,immoral,3,1551,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,36067,17,html-slider-response,
9,critcher,0.0-4.0-0.13,nate-principles,immoral,3,1845,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,37912,18,html-slider-response,
9,critcher,0.0-4.0-0.14,nate-deep,immoral,3,2174,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,40088,19,html-slider-response,
9,critcher,0.0-4.0-0.15,nate-standards,immoral,3,2195,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,42284,20,html-slider-response,
9,critcher,0.0-4.0-0.16,nate-calm,immoral,3,1871,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,44157,21,html-slider-response,
9,critcher,0.0-4.0-0.17,nate-upset,immoral,3,2231,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,46388,22,html-slider-response,
9,critcher,0.0-5.0-0.0,,manipulation_check_justin,3,2023,4,<p>How quickly did Justin make his decision?</p><br>,48412,23,html-slider-response,
9,critcher,0.0-5.0-0.1,,manipulation_check_nate,3,1695,4,<p>How quickly did Nate make his decision?</p><br>,50107,24,html-slider-response,
9,critcher,0.0-6.0,,,0,1383,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how whether someone makes a decision fast or slow influences people's judgements of the morality of their decisions.</p><h1>Press continue to be redirected to Prolific. </h1>,51491,25,html-button-response,
10,critcher,0.0-0.0,,,0,63590,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",63591,0,html-button-response,
10,critcher,0.0-1.0,,,0,752,,"<p> In this experiment, you will read a story about two different individuals. You will then be asked to evaluate their moral character and personality. </p><p>Please read the following story carefully. </p>",64346,1,html-button-response,
10,critcher,0.0-2.0-0.0,,immoral,0,912,,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>  <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",65260,2,html-button-response,
10,critcher,0.0-3.0-0.0,,manipulation_check_justin,3,1659,4,<p>How quickly did Justin make his decision?</p><br>,66920,3,html-slider-response,
10,critcher,0.0-3.0-0.1,,manipulation_check_nate,2,1652,4,<p>How quickly did Nate make his decision?</p><br>,68574,4,html-slider-response,
10,critcher,0.0-4.0-0.0,justin-conflicted,immoral,3,1557,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,70132,5,html-slider-response,
10,critcher,0.0-4.0-0.1,justin-reservations,immoral,3,1287,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,71421,6,html-slider-response,
10,critcher,0.0-4.0-0.2,justin-certain,immoral,3,1749,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,73173,7,html-slider-response,
10,critcher,0.0-4.0-0.3,justin-far,immoral,2,1687,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,74861,8,html-slider-response,
10,critcher,0.0-4.0-0.4,justin-principles,immoral,3,1215,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,76076,9,html-slider-response,
10,critcher,0.0-4.0-0.5,justin-deep,immoral,2,1432,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,77509,10,html-slider-response,
10,critcher,0.0-4.0-0.6,justin-standards,immoral,3,1401,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,78912,11,html-slider-response,
10,critcher,0.0-4.0-0.7,justin-calm,immoral,2,1595,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,80510,12,html-slider-response,
10,critcher,0.0-4.0-0.8,justin-upset,immoral,2,1405,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,81916,13,html-slider-response,
10,critcher,0.0-4.0-0.9,nate-conflicted,immoral,2,2549,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,84465,14,html-slider-response,
10,critcher,0.0-4.0-0.10,nate-reservations,immoral,6,2697,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,87164,15,html-slider-response,
10,critcher,0.0-4.0-0.11,nate-certain,immoral,3,1935,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,89101,16,html-slider-response,
10,critcher,0.0-4.0-0.12,nate-far,immoral,3,1598,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,90701,17,html-slider-response,
10,critcher,0.0-4.0-0.13,nate-principles,immoral,4,3175,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,93876,18,html-slider-response,
10,critcher,0.0-4.0-0.14,nate-deep,immoral,3,1996,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,95872,19,html-slider-response,
10,critcher,0.0-4.0-0.15,nate-standards,immoral,3,1475,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,97349,20,html-slider-response,
10,critcher,0.0-4.0-0.16,nate-calm,immoral,3,1444,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,98796,21,html-slider-response,
10,critcher,0.0-4.0-0.17,nate-upset,immoral,3,1467,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,100264,22,html-slider-response,
10,critcher,0.0-5.0-0.0,,manipulation_check_justin,3,1373,4,<p>How quickly did Justin make his decision?</p><br>,101639,23,html-slider-response,
10,critcher,0.0-5.0-0.1,,manipulation_check_nate,3,1245,4,<p>How quickly did Nate make his decision?</p><br>,102885,24,html-slider-response,
10,critcher,0.0-6.0,,,0,883,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how whether someone makes a decision fast or slow influences people's judgements of the morality of their decisions.</p><h1>Press continue to be redirected to Prolific. </h1>,103768,25,html-button-response,
