workerid,proliferate.condition,id,internal_node_id,item_type,response,rt,slider_start,stimulus,time_elapsed,trial_index,trial_type,error
632,Sloman,crystal,0.0-2.0-0.2,non-cok,0,31607,,"<p>The journal <i>Science</i> recently reported a protein-like ice crystal that scientists have not yet explained (“Hexagonal crystalline structure in moderate environments,” Arden, Kayas-Gupta, & Overby, June 4, 2014). The ice crystal forms even in warmer temperatures. The study’s authors do not understand how it works, but they described the visual appearance of the crystals and proposed future avenues of research.</p>",167918,6,html-button-response,
632,Sloman,crystal,0.0-2.0-1.2,non-cok,1,3095,4,<p>How well do you understand how warm ice formations work?</p>,171014,7,html-slider-response,
632,Sloman,fish,0.0-2.0-0.3,non-cok,0,10920,,"<p>An April 3, 2014 study in the journal <i>Nature</i> reported the discovery of a species of fish that scientists have not yet explained. The unusual fish is similar to <i>Xiphosphorous Nigrensis</i> but effectively can fly. The authors of the study, Danica and Frith, do not understand how it flies; they provided a visual description of the body of the fish and discussed further directions of research.</p>",181934,8,html-button-response,
632,Sloman,fish,0.0-2.0-1.3,non-cok,1,7119,4,<p>How well do you understand flying fish?</p>,189054,9,html-slider-response,
632,Sloman,,0.0-3.0,,0,4671,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how well people rate their understanding of a phenomenon based on whether they think that other people like scientists understand it or not.</p><h1>Press continue to be redirected to Prolific. </h1>,193726,10,html-button-response,
545,Sloman,,0.0-0.0,,0,46462,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",46466,0,html-button-response,
545,Sloman,,0.0-1.0,,0,117329,,"<p> This experiment is about a variety of recent scientific discoveries. We will ask you to rate <b>how well you feel you understand</b> the way these things work using a seven-point rating scale. Before you get started, we need to tell you what the scores on the rating scale reflect. Below are three different descriptions of knowledge about an object that is well understood, the crossbow. Please read each description to get a sense of how to use the scale. As you will see, a 7 implies detailed and deep knowledge, a 1 implies very little knowledge, and a 4 is in the middle. </p><p><b>Level 7 knowledge:</b> A person with level 7 knowledge of crossbows can tell you all about their parts and how they work together. This person could tell you that a crossbow has a stiff, flexible piece of metal as a bow with a wire or strong line; that the bow is permanently mounted on a block of wood or metal; and that the wire is pulled back by something that gives a mechanical advantage—either a lever, a small block and tackle, or a crank wound around a spool that pulls a wire attached to the bow wire. The bow wire is held back by a pin connected to a trigger, and an arrow is set in front of it. The pin is directly connected to the trigger so that when you pull on the trigger, it causes the pin to pivot around a point such that the end moves downwards and releases the bow wire. When the pin releases the string, the bow very quickly un-flexes, rapidly imparting the energy stored in the flexed bow to the arrow.</p><p><b>Level 4 knowledge:</b> A person with level 4 knowledge might know that the crossbow is a fixed bow and arrow arrangement; that it gets more power than a normal bow and arrow because it allows you to pull the string back extra hard and then trap it there, rather than hold it; and that it is then released by a trigger.</p><p><b>Level 1 knowledge:</b> A person with level 1 knowledge might know what a crossbow looks like and what it does (shoots arrows).</p><p>Please go through the following items and select the number from 1 to 7 that best indicates your understanding of the phenomena. There are no right or wrong answers, as the study is about your sense of your own understanding — please give us your first impression. </p>",163796,1,html-button-response,
545,Sloman,glowing rock,0.0-2.0-0.0,cok,0,20701,,"<p>A May 19, 2014 study in the journal <i>Geology</i> reported the discovery of a new rock that scientists have thoroughly explained. The rock is similar to calcite, yet it glows in the absence of a light source. The authors of the study, Rittenour, Clark, and Xu, fully understand how it works; they provided a description of the remarkable appearance of the mineral and outlined future experiments.</p>",184500,2,html-button-response,
545,Sloman,glowing rock,0.0-2.0-1.0,cok,4,6163,4,<p>How well do you understand how glowing rocks work?</p>,190665,3,html-slider-response,
545,Sloman,fish,0.0-2.0-0.1,non-cok,0,11713,,"<p>An April 3, 2014 study in the journal <i>Nature</i> reported the discovery of a species of fish that scientists have not yet explained. The unusual fish is similar to <i>Xiphosphorous Nigrensis</i> but effectively can fly. The authors of the study, Danica and Frith, do not understand how it flies; they provided a visual description of the body of the fish and discussed further directions of research.</p>",202380,4,html-button-response,
545,Sloman,fish,0.0-2.0-1.1,non-cok,2,3996,4,<p>How well do you understand flying fish?</p>,206377,5,html-slider-response,
545,Sloman,crystal,0.0-2.0-0.2,non-cok,0,16080,,"<p>The journal <i>Science</i> recently reported a protein-like ice crystal that scientists have not yet explained (“Hexagonal crystalline structure in moderate environments,” Arden, Kayas-Gupta, & Overby, June 4, 2014). The ice crystal forms even in warmer temperatures. The study’s authors do not understand how it works, but they described the visual appearance of the crystals and proposed future avenues of research.</p>",222458,6,html-button-response,
545,Sloman,crystal,0.0-2.0-1.2,non-cok,4,1686,4,<p>How well do you understand how warm ice formations work?</p>,224146,7,html-slider-response,
545,Sloman,liquid helium,0.0-2.0-0.3,cok,0,117209,,"<p>The journal <i>Ecology Letters</i> recently reported a rare weather subsystem that scientists have thoroughly explained (“Liquified <sub>2</sub>He clouds form near the Cape of Good Hope,” Marchetti, May 28, 2014). This weather system effectively rains liquid helium. The author of the study fully understands how it works; she described the visual appearance of the helium rain and discussed additional measures to be taken next year.</p>",341355,8,html-button-response,
545,Sloman,liquid helium,0.0-2.0-1.3,cok,1,2334,4,<p>How well do you understand how liquid helium weather systems work?</p>,343691,9,html-slider-response,
545,Sloman,,0.0-3.0,,0,6780,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how well people rate their understanding of a phenomenon based on whether they think that other people like scientists understand it or not.</p><h1>Press continue to be redirected to Prolific. </h1>,350472,10,html-button-response,
514,Sloman,,0.0-0.0,,0,101926,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",101928,0,html-button-response,
514,Sloman,,0.0-1.0,,0,74140,,"<p> This experiment is about a variety of recent scientific discoveries. We will ask you to rate <b>how well you feel you understand</b> the way these things work using a seven-point rating scale. Before you get started, we need to tell you what the scores on the rating scale reflect. Below are three different descriptions of knowledge about an object that is well understood, the crossbow. Please read each description to get a sense of how to use the scale. As you will see, a 7 implies detailed and deep knowledge, a 1 implies very little knowledge, and a 4 is in the middle. </p><p><b>Level 7 knowledge:</b> A person with level 7 knowledge of crossbows can tell you all about their parts and how they work together. This person could tell you that a crossbow has a stiff, flexible piece of metal as a bow with a wire or strong line; that the bow is permanently mounted on a block of wood or metal; and that the wire is pulled back by something that gives a mechanical advantage—either a lever, a small block and tackle, or a crank wound around a spool that pulls a wire attached to the bow wire. The bow wire is held back by a pin connected to a trigger, and an arrow is set in front of it. The pin is directly connected to the trigger so that when you pull on the trigger, it causes the pin to pivot around a point such that the end moves downwards and releases the bow wire. When the pin releases the string, the bow very quickly un-flexes, rapidly imparting the energy stored in the flexed bow to the arrow.</p><p><b>Level 4 knowledge:</b> A person with level 4 knowledge might know that the crossbow is a fixed bow and arrow arrangement; that it gets more power than a normal bow and arrow because it allows you to pull the string back extra hard and then trap it there, rather than hold it; and that it is then released by a trigger.</p><p><b>Level 1 knowledge:</b> A person with level 1 knowledge might know what a crossbow looks like and what it does (shoots arrows).</p><p>Please go through the following items and select the number from 1 to 7 that best indicates your understanding of the phenomena. There are no right or wrong answers, as the study is about your sense of your own understanding — please give us your first impression. </p>",176069,1,html-button-response,
514,Sloman,liquid helium,0.0-2.0-0.0,cok,0,49327,,"<p>The journal <i>Ecology Letters</i> recently reported a rare weather subsystem that scientists have thoroughly explained (“Liquified <sub>2</sub>He clouds form near the Cape of Good Hope,” Marchetti, May 28, 2014). This weather system effectively rains liquid helium. The author of the study fully understands how it works; she described the visual appearance of the helium rain and discussed additional measures to be taken next year.</p>",225397,2,html-button-response,
514,Sloman,liquid helium,0.0-2.0-1.0,cok,1,8979,4,<p>How well do you understand how liquid helium weather systems work?</p>,234378,3,html-slider-response,
514,Sloman,crystal,0.0-2.0-0.1,non-cok,0,14554,,"<p>The journal <i>Science</i> recently reported a protein-like ice crystal that scientists have not yet explained (“Hexagonal crystalline structure in moderate environments,” Arden, Kayas-Gupta, & Overby, June 4, 2014). The ice crystal forms even in warmer temperatures. The study’s authors do not understand how it works, but they described the visual appearance of the crystals and proposed future avenues of research.</p>",248934,4,html-button-response,
514,Sloman,crystal,0.0-2.0-1.1,non-cok,1,4415,4,<p>How well do you understand how warm ice formations work?</p>,253350,5,html-slider-response,
514,Sloman,fish,0.0-2.0-0.2,non-cok,0,11074,,"<p>An April 3, 2014 study in the journal <i>Nature</i> reported the discovery of a species of fish that scientists have not yet explained. The unusual fish is similar to <i>Xiphosphorous Nigrensis</i> but effectively can fly. The authors of the study, Danica and Frith, do not understand how it flies; they provided a visual description of the body of the fish and discussed further directions of research.</p>",264425,6,html-button-response,
514,Sloman,fish,0.0-2.0-1.2,non-cok,1,2262,4,<p>How well do you understand flying fish?</p>,266689,7,html-slider-response,
514,Sloman,glowing rock,0.0-2.0-0.3,cok,0,21748,,"<p>A May 19, 2014 study in the journal <i>Geology</i> reported the discovery of a new rock that scientists have thoroughly explained. The rock is similar to calcite, yet it glows in the absence of a light source. The authors of the study, Rittenour, Clark, and Xu, fully understand how it works; they provided a description of the remarkable appearance of the mineral and outlined future experiments.</p>",288438,8,html-button-response,
514,Sloman,glowing rock,0.0-2.0-1.3,cok,1,3963,4,<p>How well do you understand how glowing rocks work?</p>,292402,9,html-slider-response,
514,Sloman,,0.0-3.0,,0,7775,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how well people rate their understanding of a phenomenon based on whether they think that other people like scientists understand it or not.</p><h1>Press continue to be redirected to Prolific. </h1>,300178,10,html-button-response,
454,Sloman,,0.0-0.0,,0,1798,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",1803,0,html-button-response,
454,Sloman,,0.0-1.0,,0,59462,,"<p> This experiment is about a variety of recent scientific discoveries. We will ask you to rate <b>how well you feel you understand</b> the way these things work using a seven-point rating scale. Before you get started, we need to tell you what the scores on the rating scale reflect. Below are three different descriptions of knowledge about an object that is well understood, the crossbow. Please read each description to get a sense of how to use the scale. As you will see, a 7 implies detailed and deep knowledge, a 1 implies very little knowledge, and a 4 is in the middle. </p><p><b>Level 7 knowledge:</b> A person with level 7 knowledge of crossbows can tell you all about their parts and how they work together. This person could tell you that a crossbow has a stiff, flexible piece of metal as a bow with a wire or strong line; that the bow is permanently mounted on a block of wood or metal; and that the wire is pulled back by something that gives a mechanical advantage—either a lever, a small block and tackle, or a crank wound around a spool that pulls a wire attached to the bow wire. The bow wire is held back by a pin connected to a trigger, and an arrow is set in front of it. The pin is directly connected to the trigger so that when you pull on the trigger, it causes the pin to pivot around a point such that the end moves downwards and releases the bow wire. When the pin releases the string, the bow very quickly un-flexes, rapidly imparting the energy stored in the flexed bow to the arrow.</p><p><b>Level 4 knowledge:</b> A person with level 4 knowledge might know that the crossbow is a fixed bow and arrow arrangement; that it gets more power than a normal bow and arrow because it allows you to pull the string back extra hard and then trap it there, rather than hold it; and that it is then released by a trigger.</p><p><b>Level 1 knowledge:</b> A person with level 1 knowledge might know what a crossbow looks like and what it does (shoots arrows).</p><p>Please go through the following items and select the number from 1 to 7 that best indicates your understanding of the phenomena. There are no right or wrong answers, as the study is about your sense of your own understanding — please give us your first impression. </p>",61266,1,html-button-response,
454,Sloman,liquid helium,0.0-2.0-0.0,cok,0,22463,,"<p>The journal <i>Ecology Letters</i> recently reported a rare weather subsystem that scientists have thoroughly explained (“Liquified <sub>2</sub>He clouds form near the Cape of Good Hope,” Marchetti, May 28, 2014). This weather system effectively rains liquid helium. The author of the study fully understands how it works; she described the visual appearance of the helium rain and discussed additional measures to be taken next year.</p>",83730,2,html-button-response,
454,Sloman,liquid helium,0.0-2.0-1.0,cok,1,6870,4,<p>How well do you understand how liquid helium weather systems work?</p>,90602,3,html-slider-response,
454,Sloman,fish,0.0-2.0-0.1,non-cok,0,20655,,"<p>An April 3, 2014 study in the journal <i>Nature</i> reported the discovery of a species of fish that scientists have not yet explained. The unusual fish is similar to <i>Xiphosphorous Nigrensis</i> but effectively can fly. The authors of the study, Danica and Frith, do not understand how it flies; they provided a visual description of the body of the fish and discussed further directions of research.</p>",111258,4,html-button-response,
454,Sloman,fish,0.0-2.0-1.1,non-cok,3,10367,4,<p>How well do you understand flying fish?</p>,121626,5,html-slider-response,
454,Sloman,glowing rock,0.0-2.0-0.2,cok,0,18560,,"<p>A May 19, 2014 study in the journal <i>Geology</i> reported the discovery of a new rock that scientists have thoroughly explained. The rock is similar to calcite, yet it glows in the absence of a light source. The authors of the study, Rittenour, Clark, and Xu, fully understand how it works; they provided a description of the remarkable appearance of the mineral and outlined future experiments.</p>",140186,6,html-button-response,
454,Sloman,glowing rock,0.0-2.0-1.2,cok,6,3791,4,<p>How well do you understand how glowing rocks work?</p>,143978,7,html-slider-response,
454,Sloman,crystal,0.0-2.0-0.3,non-cok,0,12519,,"<p>The journal <i>Science</i> recently reported a protein-like ice crystal that scientists have not yet explained (“Hexagonal crystalline structure in moderate environments,” Arden, Kayas-Gupta, & Overby, June 4, 2014). The ice crystal forms even in warmer temperatures. The study’s authors do not understand how it works, but they described the visual appearance of the crystals and proposed future avenues of research.</p>",156498,8,html-button-response,
454,Sloman,crystal,0.0-2.0-1.3,non-cok,4,2487,4,<p>How well do you understand how warm ice formations work?</p>,158986,9,html-slider-response,
454,Sloman,,0.0-3.0,,0,1543,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how well people rate their understanding of a phenomenon based on whether they think that other people like scientists understand it or not.</p><h1>Press continue to be redirected to Prolific. </h1>,160530,10,html-button-response,
469,Sloman,,0.0-0.0,,0,17339,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",17342,0,html-button-response,
469,Sloman,,0.0-1.0,,0,103430,,"<p> This experiment is about a variety of recent scientific discoveries. We will ask you to rate <b>how well you feel you understand</b> the way these things work using a seven-point rating scale. Before you get started, we need to tell you what the scores on the rating scale reflect. Below are three different descriptions of knowledge about an object that is well understood, the crossbow. Please read each description to get a sense of how to use the scale. As you will see, a 7 implies detailed and deep knowledge, a 1 implies very little knowledge, and a 4 is in the middle. </p><p><b>Level 7 knowledge:</b> A person with level 7 knowledge of crossbows can tell you all about their parts and how they work together. This person could tell you that a crossbow has a stiff, flexible piece of metal as a bow with a wire or strong line; that the bow is permanently mounted on a block of wood or metal; and that the wire is pulled back by something that gives a mechanical advantage—either a lever, a small block and tackle, or a crank wound around a spool that pulls a wire attached to the bow wire. The bow wire is held back by a pin connected to a trigger, and an arrow is set in front of it. The pin is directly connected to the trigger so that when you pull on the trigger, it causes the pin to pivot around a point such that the end moves downwards and releases the bow wire. When the pin releases the string, the bow very quickly un-flexes, rapidly imparting the energy stored in the flexed bow to the arrow.</p><p><b>Level 4 knowledge:</b> A person with level 4 knowledge might know that the crossbow is a fixed bow and arrow arrangement; that it gets more power than a normal bow and arrow because it allows you to pull the string back extra hard and then trap it there, rather than hold it; and that it is then released by a trigger.</p><p><b>Level 1 knowledge:</b> A person with level 1 knowledge might know what a crossbow looks like and what it does (shoots arrows).</p><p>Please go through the following items and select the number from 1 to 7 that best indicates your understanding of the phenomena. There are no right or wrong answers, as the study is about your sense of your own understanding — please give us your first impression. </p>",120775,1,html-button-response,
469,Sloman,crystal,0.0-2.0-0.0,non-cok,0,22208,,"<p>The journal <i>Science</i> recently reported a protein-like ice crystal that scientists have not yet explained (“Hexagonal crystalline structure in moderate environments,” Arden, Kayas-Gupta, & Overby, June 4, 2014). The ice crystal forms even in warmer temperatures. The study’s authors do not understand how it works, but they described the visual appearance of the crystals and proposed future avenues of research.</p>",142986,2,html-button-response,
469,Sloman,crystal,0.0-2.0-1.0,non-cok,1,24176,4,<p>How well do you understand how warm ice formations work?</p>,167165,3,html-slider-response,
469,Sloman,liquid helium,0.0-2.0-0.1,cok,0,27333,,"<p>The journal <i>Ecology Letters</i> recently reported a rare weather subsystem that scientists have thoroughly explained (“Liquified <sub>2</sub>He clouds form near the Cape of Good Hope,” Marchetti, May 28, 2014). This weather system effectively rains liquid helium. The author of the study fully understands how it works; she described the visual appearance of the helium rain and discussed additional measures to be taken next year.</p>",194501,4,html-button-response,
469,Sloman,liquid helium,0.0-2.0-1.1,cok,1,5220,4,<p>How well do you understand how liquid helium weather systems work?</p>,199724,5,html-slider-response,
469,Sloman,glowing rock,0.0-2.0-0.2,cok,0,17301,,"<p>A May 19, 2014 study in the journal <i>Geology</i> reported the discovery of a new rock that scientists have thoroughly explained. The rock is similar to calcite, yet it glows in the absence of a light source. The authors of the study, Rittenour, Clark, and Xu, fully understand how it works; they provided a description of the remarkable appearance of the mineral and outlined future experiments.</p>",217027,6,html-button-response,
469,Sloman,glowing rock,0.0-2.0-1.2,cok,2,5244,4,<p>How well do you understand how glowing rocks work?</p>,222273,7,html-slider-response,
469,Sloman,fish,0.0-2.0-0.3,non-cok,0,18316,,"<p>An April 3, 2014 study in the journal <i>Nature</i> reported the discovery of a species of fish that scientists have not yet explained. The unusual fish is similar to <i>Xiphosphorous Nigrensis</i> but effectively can fly. The authors of the study, Danica and Frith, do not understand how it flies; they provided a visual description of the body of the fish and discussed further directions of research.</p>",240590,8,html-button-response,
469,Sloman,fish,0.0-2.0-1.3,non-cok,1,5497,4,<p>How well do you understand flying fish?</p>,246090,9,html-slider-response,
469,Sloman,,0.0-3.0,,0,3754,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how well people rate their understanding of a phenomenon based on whether they think that other people like scientists understand it or not.</p><h1>Press continue to be redirected to Prolific. </h1>,249847,10,html-button-response,
486,Sloman,,0.0-0.0,,0,1613,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",1617,0,html-button-response,
