workerid,proliferate.condition,internal_node_id,question_order,response,rt,slider_start,stimulus,time_elapsed,trial_index,trial_type,type,error
278,Atir,0.0-2.0-0.14,,6,13267,4,<p>whole life insurance</p><br>,132645,16,html-slider-response,finance term,
278,Atir,0.0-3.0-0.0,,6,7900,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",140548,17,html-slider-response,self-rating,
278,Atir,0.0-3.0-0.1,,5,9473,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,150025,18,html-slider-response,self-rating,
278,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': 'False', 'interest': 'Fall', 'mortgage': 'True', 'inflation': 'Less', 'savingsAccount': 'More than $102'}",255791,,,405824,19,survey-multi-choice,FLquiz,
278,Atir,0.0-5.0,,0,15630,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",421464,20,html-button-response,,
212,Atir,0.0-0.0,,0,7944,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",7948,0,html-button-response,,
212,Atir,0.0-1.0,,0,4467,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,12418,1,html-button-response,,
212,Atir,0.0-2.0-0.0,,1,3121,4,<p>pre-rated stocks</p><br>,15542,2,html-slider-response,finance term,
212,Atir,0.0-2.0-0.1,,2,3191,4,<p>fixed-rate deduction</p><br>,18738,3,html-slider-response,finance term,
212,Atir,0.0-2.0-0.2,,2,4977,4,<p>annualized credit</p><br>,23720,4,html-slider-response,finance term,
212,Atir,0.0-2.0-0.3,,4,3108,4,<p>tax bracket</p><br>,26832,5,html-slider-response,finance term,
212,Atir,0.0-2.0-0.4,,4,4462,4,<p>fixed-rate mortgage</p><br>,31299,6,html-slider-response,finance term,
212,Atir,0.0-2.0-0.5,,4,3299,4,<p>home equity</p><br>,34601,7,html-slider-response,finance term,
212,Atir,0.0-2.0-0.6,,1,3592,4,<p>revolving credit</p><br>,38196,8,html-slider-response,finance term,
212,Atir,0.0-2.0-0.7,,2,2378,4,<p>vesting</p><br>,40577,9,html-slider-response,finance term,
212,Atir,0.0-2.0-0.8,,5,4680,4,<p>retirement</p><br>,45260,10,html-slider-response,finance term,
212,Atir,0.0-2.0-0.9,,3,2522,4,<p>stock options</p><br>,47786,11,html-slider-response,finance term,
212,Atir,0.0-2.0-0.10,,6,4343,4,<p>inflation</p><br>,52132,12,html-slider-response,finance term,
212,Atir,0.0-2.0-0.11,,1,2761,4,<p>private equity fund</p><br>,54895,13,html-slider-response,finance term,
212,Atir,0.0-2.0-0.12,,4,7053,4,<p>interest rate</p><br>,61951,14,html-slider-response,finance term,
212,Atir,0.0-2.0-0.13,,1,2905,4,<p>Roth IRA</p><br>,64859,15,html-slider-response,finance term,
212,Atir,0.0-2.0-0.14,,3,2811,4,<p>whole life insurance</p><br>,67674,16,html-slider-response,finance term,
212,Atir,0.0-3.0-0.0,,2,4511,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",72188,17,html-slider-response,self-rating,
212,Atir,0.0-3.0-0.1,,1,3314,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,75504,18,html-slider-response,self-rating,
212,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': ""Don't know"", 'interest': ""Don't know"", 'mortgage': ""Don't know"", 'inflation': ""Don't know"", 'savingsAccount': 'More than $102'}",28486,,,103995,19,survey-multi-choice,FLquiz,
212,Atir,0.0-5.0,,0,6679,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",110686,20,html-button-response,,
268,Atir,0.0-0.0,,0,39003,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",39007,0,html-button-response,,
268,Atir,0.0-1.0,,0,9595,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,48604,1,html-button-response,,
268,Atir,0.0-2.0-0.0,,1,13274,4,<p>pre-rated stocks</p><br>,61881,2,html-slider-response,finance term,
268,Atir,0.0-2.0-0.1,,5,5348,4,<p>fixed-rate deduction</p><br>,67231,3,html-slider-response,finance term,
268,Atir,0.0-2.0-0.2,,4,4640,4,<p>annualized credit</p><br>,71874,4,html-slider-response,finance term,
268,Atir,0.0-2.0-0.3,,7,4576,4,<p>tax bracket</p><br>,76452,5,html-slider-response,finance term,
268,Atir,0.0-2.0-0.4,,7,4476,4,<p>fixed-rate mortgage</p><br>,80930,6,html-slider-response,finance term,
268,Atir,0.0-2.0-0.5,,4,9536,4,<p>home equity</p><br>,90469,7,html-slider-response,finance term,
268,Atir,0.0-2.0-0.6,,1,4943,4,<p>revolving credit</p><br>,95414,8,html-slider-response,finance term,
268,Atir,0.0-2.0-0.7,,1,8779,4,<p>vesting</p><br>,104195,9,html-slider-response,finance term,
268,Atir,0.0-2.0-0.8,,7,5030,4,<p>retirement</p><br>,109226,10,html-slider-response,finance term,
268,Atir,0.0-2.0-0.9,,5,3804,4,<p>stock options</p><br>,113033,11,html-slider-response,finance term,
268,Atir,0.0-2.0-0.10,,7,6883,4,<p>inflation</p><br>,119919,12,html-slider-response,finance term,
268,Atir,0.0-2.0-0.11,,2,15161,4,<p>private equity fund</p><br>,135082,13,html-slider-response,finance term,
268,Atir,0.0-2.0-0.12,,7,3759,4,<p>interest rate</p><br>,138843,14,html-slider-response,finance term,
268,Atir,0.0-2.0-0.13,,1,4353,4,<p>Roth IRA</p><br>,143198,15,html-slider-response,finance term,
268,Atir,0.0-2.0-0.14,,1,4908,4,<p>whole life insurance</p><br>,148107,16,html-slider-response,finance term,
268,Atir,0.0-3.0-0.0,,6,6741,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",154850,17,html-slider-response,self-rating,
268,Atir,0.0-3.0-0.1,,4,8066,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,162918,18,html-slider-response,self-rating,
268,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': 'True', 'interest': 'Rise', 'mortgage': 'False', 'inflation': 'Less', 'savingsAccount': 'More than $102'}",104912,,,267833,19,survey-multi-choice,FLquiz,
268,Atir,0.0-5.0,,0,3202,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",271038,20,html-button-response,,
263,Atir,0.0-0.0,,0,31525,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",31528,0,html-button-response,,
263,Atir,0.0-1.0-0.0,,4,6443,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",37973,1,html-slider-response,self-rating,
263,Atir,0.0-1.0-0.1,,4,5158,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,43133,2,html-slider-response,self-rating,
263,Atir,0.0-2.0,,0,5583,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,48717,3,html-button-response,,
263,Atir,0.0-3.0-0.0,,2,4274,4,<p>pre-rated stocks</p><br>,52993,4,html-slider-response,finance term,
263,Atir,0.0-3.0-0.1,,2,3561,4,<p>fixed-rate deduction</p><br>,56556,5,html-slider-response,finance term,
263,Atir,0.0-3.0-0.2,,5,3146,4,<p>annualized credit</p><br>,59704,6,html-slider-response,finance term,
263,Atir,0.0-3.0-0.3,,6,3193,4,<p>tax bracket</p><br>,62899,7,html-slider-response,finance term,
263,Atir,0.0-3.0-0.4,,7,3641,4,<p>fixed-rate mortgage</p><br>,66542,8,html-slider-response,finance term,
263,Atir,0.0-3.0-0.5,,5,2746,4,<p>home equity</p><br>,69291,9,html-slider-response,finance term,
263,Atir,0.0-3.0-0.6,,2,3234,4,<p>revolving credit</p><br>,72526,10,html-slider-response,finance term,
263,Atir,0.0-3.0-0.7,,2,2914,4,<p>vesting</p><br>,75443,11,html-slider-response,finance term,
263,Atir,0.0-3.0-0.8,,5,2769,4,<p>retirement</p><br>,78214,12,html-slider-response,finance term,
263,Atir,0.0-3.0-0.9,,7,3115,4,<p>stock options</p><br>,81330,13,html-slider-response,finance term,
263,Atir,0.0-3.0-0.10,,7,2754,4,<p>inflation</p><br>,84086,14,html-slider-response,finance term,
263,Atir,0.0-3.0-0.11,,7,2699,4,<p>private equity fund</p><br>,86787,15,html-slider-response,finance term,
263,Atir,0.0-3.0-0.12,,7,2682,4,<p>interest rate</p><br>,89471,16,html-slider-response,finance term,
263,Atir,0.0-3.0-0.13,,2,4505,4,<p>Roth IRA</p><br>,93976,17,html-slider-response,finance term,
263,Atir,0.0-3.0-0.14,,7,2850,4,<p>whole life insurance</p><br>,96828,18,html-slider-response,finance term,
263,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': ""Don't know"", 'interest': ""Don't know"", 'mortgage': 'True', 'inflation': 'Less', 'savingsAccount': 'More than $102'}",63522,,,160352,19,survey-multi-choice,FLquiz,
263,Atir,0.0-5.0,,0,2242,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",162596,20,html-button-response,,
216,Atir,0.0-0.0,,0,7484,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",7486,0,html-button-response,,
216,Atir,0.0-1.0-0.0,,5,6297,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",13785,1,html-slider-response,self-rating,
216,Atir,0.0-1.0-0.1,,6,6497,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,20282,2,html-slider-response,self-rating,
216,Atir,0.0-2.0,,0,5291,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,25574,3,html-button-response,,
216,Atir,0.0-3.0-0.0,,3,6914,4,<p>pre-rated stocks</p><br>,32489,4,html-slider-response,finance term,
216,Atir,0.0-3.0-0.1,,3,4910,4,<p>fixed-rate deduction</p><br>,37400,5,html-slider-response,finance term,
216,Atir,0.0-3.0-0.2,,6,3771,4,<p>annualized credit</p><br>,41173,6,html-slider-response,finance term,
216,Atir,0.0-3.0-0.3,,7,3879,4,<p>tax bracket</p><br>,45053,7,html-slider-response,finance term,
216,Atir,0.0-3.0-0.4,,6,4501,4,<p>fixed-rate mortgage</p><br>,49554,8,html-slider-response,finance term,
216,Atir,0.0-3.0-0.5,,6,1864,4,<p>home equity</p><br>,51418,9,html-slider-response,finance term,
216,Atir,0.0-3.0-0.6,,4,3999,4,<p>revolving credit</p><br>,55418,10,html-slider-response,finance term,
216,Atir,0.0-3.0-0.7,,2,1892,4,<p>vesting</p><br>,57311,11,html-slider-response,finance term,
216,Atir,0.0-3.0-0.8,,7,2219,4,<p>retirement</p><br>,59530,12,html-slider-response,finance term,
216,Atir,0.0-3.0-0.9,,6,1872,4,<p>stock options</p><br>,61403,13,html-slider-response,finance term,
216,Atir,0.0-3.0-0.10,,7,2065,4,<p>inflation</p><br>,63468,14,html-slider-response,finance term,
216,Atir,0.0-3.0-0.11,,3,3421,4,<p>private equity fund</p><br>,66890,15,html-slider-response,finance term,
216,Atir,0.0-3.0-0.12,,7,2479,4,<p>interest rate</p><br>,69370,16,html-slider-response,finance term,
216,Atir,0.0-3.0-0.13,,2,1962,4,<p>Roth IRA</p><br>,71333,17,html-slider-response,finance term,
216,Atir,0.0-3.0-0.14,,7,2912,4,<p>whole life insurance</p><br>,74246,18,html-slider-response,finance term,
216,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': 'True', 'interest': 'Fall', 'mortgage': 'True', 'inflation': 'Less', 'savingsAccount': 'More than $102'}",96773,,,171021,19,survey-multi-choice,FLquiz,
216,Atir,0.0-5.0,,0,2372,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",173394,20,html-button-response,,
233,Atir,0.0-0.0,,0,6866,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",6869,0,html-button-response,,
233,Atir,0.0-1.0,,0,10662,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,17533,1,html-button-response,,
233,Atir,0.0-2.0-0.0,,6,5507,4,<p>pre-rated stocks</p><br>,23042,2,html-slider-response,finance term,
233,Atir,0.0-2.0-0.1,,7,6841,4,<p>fixed-rate deduction</p><br>,29885,3,html-slider-response,finance term,
233,Atir,0.0-2.0-0.2,,6,6840,4,<p>annualized credit</p><br>,36726,4,html-slider-response,finance term,
233,Atir,0.0-2.0-0.3,,7,3735,4,<p>tax bracket</p><br>,40462,5,html-slider-response,finance term,
233,Atir,0.0-2.0-0.4,,7,2642,4,<p>fixed-rate mortgage</p><br>,43106,6,html-slider-response,finance term,
233,Atir,0.0-2.0-0.5,,7,2561,4,<p>home equity</p><br>,45668,7,html-slider-response,finance term,
233,Atir,0.0-2.0-0.6,,7,3569,4,<p>revolving credit</p><br>,49239,8,html-slider-response,finance term,
233,Atir,0.0-2.0-0.7,,1,4875,4,<p>vesting</p><br>,54115,9,html-slider-response,finance term,
233,Atir,0.0-2.0-0.8,,7,2433,4,<p>retirement</p><br>,56550,10,html-slider-response,finance term,
233,Atir,0.0-2.0-0.9,,7,3316,4,<p>stock options</p><br>,59868,11,html-slider-response,finance term,
233,Atir,0.0-2.0-0.10,,7,2471,4,<p>inflation</p><br>,62340,12,html-slider-response,finance term,
233,Atir,0.0-2.0-0.11,,7,3460,4,<p>private equity fund</p><br>,65801,13,html-slider-response,finance term,
233,Atir,0.0-2.0-0.12,,7,3820,4,<p>interest rate</p><br>,69622,14,html-slider-response,finance term,
233,Atir,0.0-2.0-0.13,,1,2668,4,<p>Roth IRA</p><br>,72292,15,html-slider-response,finance term,
233,Atir,0.0-2.0-0.14,,1,4279,4,<p>whole life insurance</p><br>,76573,16,html-slider-response,finance term,
233,Atir,0.0-3.0-0.0,,7,5853,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",82427,17,html-slider-response,self-rating,
233,Atir,0.0-3.0-0.1,,7,7599,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,90028,18,html-slider-response,self-rating,
233,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': 'False', 'interest': 'Rise', 'mortgage': 'True', 'inflation': 'Same', 'savingsAccount': 'More than $102'}",152732,,,242763,19,survey-multi-choice,FLquiz,
233,Atir,0.0-5.0,,0,6393,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",249162,20,html-button-response,,
287,Atir,0.0-0.0,,0,25281,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",25283,0,html-button-response,,
287,Atir,0.0-1.0-0.0,,6,8894,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",34180,1,html-slider-response,self-rating,
287,Atir,0.0-1.0-0.1,,5,7500,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,41682,2,html-slider-response,self-rating,
287,Atir,0.0-2.0,,0,20065,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,61749,3,html-button-response,,
287,Atir,0.0-3.0-0.0,,1,9064,4,<p>pre-rated stocks</p><br>,70815,4,html-slider-response,finance term,
287,Atir,0.0-3.0-0.1,,2,5981,4,<p>fixed-rate deduction</p><br>,76799,5,html-slider-response,finance term,
287,Atir,0.0-3.0-0.2,,6,5447,4,<p>annualized credit</p><br>,82248,6,html-slider-response,finance term,
287,Atir,0.0-3.0-0.3,,7,4800,4,<p>tax bracket</p><br>,87050,7,html-slider-response,finance term,
287,Atir,0.0-3.0-0.4,,7,4314,4,<p>fixed-rate mortgage</p><br>,91366,8,html-slider-response,finance term,
287,Atir,0.0-3.0-0.5,,7,5014,4,<p>home equity</p><br>,96383,9,html-slider-response,finance term,
287,Atir,0.0-3.0-0.6,,2,4815,4,<p>revolving credit</p><br>,101199,10,html-slider-response,finance term,
287,Atir,0.0-3.0-0.7,,1,16249,4,<p>vesting</p><br>,117449,11,html-slider-response,finance term,
287,Atir,0.0-3.0-0.8,,7,3632,4,<p>retirement</p><br>,121083,12,html-slider-response,finance term,
287,Atir,0.0-3.0-0.9,,2,4748,4,<p>stock options</p><br>,125833,13,html-slider-response,finance term,
287,Atir,0.0-3.0-0.10,,7,2698,4,<p>inflation</p><br>,128534,14,html-slider-response,finance term,
287,Atir,0.0-3.0-0.11,,7,3831,4,<p>private equity fund</p><br>,132366,15,html-slider-response,finance term,
287,Atir,0.0-3.0-0.12,,7,2483,4,<p>interest rate</p><br>,134850,16,html-slider-response,finance term,
287,Atir,0.0-3.0-0.13,,1,4265,4,<p>Roth IRA</p><br>,139117,17,html-slider-response,finance term,
287,Atir,0.0-3.0-0.14,,7,3498,4,<p>whole life insurance</p><br>,142618,18,html-slider-response,finance term,
287,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': ""Don't know"", 'interest': ""Don't know"", 'mortgage': 'True', 'inflation': 'Less', 'savingsAccount': 'More than $102'}",125001,,,267622,19,survey-multi-choice,FLquiz,
287,Atir,0.0-5.0,,0,12028,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",279655,20,html-button-response,,
171,Atir,0.0-0.0,,0,3566,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",3570,0,html-button-response,,
171,Atir,0.0-1.0-0.0,,5,7686,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",11260,1,html-slider-response,self-rating,
171,Atir,0.0-1.0-0.1,,5,8824,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,20086,2,html-slider-response,self-rating,
171,Atir,0.0-2.0,,0,3951,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,24039,3,html-button-response,,
171,Atir,0.0-3.0-0.0,,1,3370,4,<p>pre-rated stocks</p><br>,27414,4,html-slider-response,finance term,
171,Atir,0.0-3.0-0.1,,1,3535,4,<p>fixed-rate deduction</p><br>,30951,5,html-slider-response,finance term,
171,Atir,0.0-3.0-0.2,,1,2538,4,<p>annualized credit</p><br>,33492,6,html-slider-response,finance term,
171,Atir,0.0-3.0-0.3,,6,4334,4,<p>tax bracket</p><br>,37833,7,html-slider-response,finance term,
171,Atir,0.0-3.0-0.4,,5,2915,4,<p>fixed-rate mortgage</p><br>,40750,8,html-slider-response,finance term,
