id,CommOwn,Comments,Age,Gender,task,moderator,question_type,rating,presence_of_moderator,causalexplanatoryCF,typetoken
2,NA,NA,NA,NA,ex.ty.uq,zelmogrimond,y3.ExTy.Uq,1,absent,explanatory,type
2,NA,NA,NA,NA,ex.ty.uq,zelmogrimond,y3.CaTo.Uq,NA,absent,causal,token
2,NA,NA,NA,NA,ex.ty.uq,zelmogrimond,y3.ExTo.Uq,NA,absent,explanatory,token
2,NA,NA,NA,NA,ex.ty.uq,zelmogrimond,y4.Ty.CF,1,absent,counterfactual,type
2,NA,NA,NA,NA,ex.ty.uq,zelmogrimond,y4.To.CF,NA,absent,counterfactual,token
2,NA,NA,NA,NA,ex.ty.uq,zelmogrimond,Mch.z1,1,absent,NA,NA
2,NA,NA,NA,NA,ex.ty.uq,zelmogrimond,Mch.z2,3,absent,NA,NA
2,NA,NA,NA,NA,ex.ty.uq,zelmogrimond,Mch.d1,3,absent,NA,NA
2,NA,NA,NA,NA,ex.ty.uq,zelmogrimond,Mch.d2,2,absent,NA,NA
2,NA,NA,NA,NA,ex.ty.uq,zelmogrimond,Mch.g1,4,absent,NA,NA
2,NA,NA,NA,NA,ex.ty.uq,zelmogrimond,Mch.g2,4,absent,NA,NA
2,NA,NA,NA,NA,ex.ty.uq,zelmogrimond,Mch.y1,3,absent,NA,NA
2,NA,NA,NA,NA,ex.ty.uq,zelmogrimond,Mch.y2,2,absent,NA,NA
3,NA,NA,21,female,ca.ty.uq,drolyuyu,Z3.CaTy.Uq,6,absent,causal,type
3,NA,NA,21,female,ca.ty.uq,drolyuyu,Z3.ExTy.Uq,NA,absent,explanatory,type
3,NA,NA,21,female,ca.ty.uq,drolyuyu,z3.CaTo.Uq,NA,absent,causal,token
3,NA,NA,21,female,ca.ty.uq,drolyuyu,z3.ExTo.Uq,NA,absent,explanatory,token
3,NA,NA,21,female,ca.ty.uq,drolyuyu,Z4.Ty.CF,6,absent,counterfactual,type
3,NA,NA,21,female,ca.ty.uq,drolyuyu,z4.To.CF,NA,absent,counterfactual,token
3,NA,NA,21,female,ca.ty.uq,drolyuyu,d3.CaTy.Uq,3,present,causal,type
3,NA,NA,21,female,ca.ty.uq,drolyuyu,d3.ExTy.Uq,NA,present,explanatory,type
3,NA,NA,21,female,ca.ty.uq,drolyuyu,d3.CaTo.UQ,NA,present,causal,token
3,NA,NA,21,female,ca.ty.uq,drolyuyu,d3.ExTo.UQ,NA,present,explanatory,token
3,NA,NA,21,female,ca.ty.uq,drolyuyu,d4.Ty.CF,3,present,counterfactual,type
3,NA,NA,21,female,ca.ty.uq,drolyuyu,d4.To.CF,NA,present,counterfactual,token
3,NA,NA,21,female,ca.ty.uq,drolyuyu,g3.CaTy.Uq,6,absent,causal,type
3,NA,NA,21,female,ca.ty.uq,drolyuyu,g3.ExTy.Uq,NA,absent,explanatory,type
3,NA,NA,21,female,ca.ty.uq,drolyuyu,g3.CaTo.Uq,NA,absent,causal,token
3,NA,NA,21,female,ca.ty.uq,drolyuyu,g3.ExTo.Uq,NA,absent,explanatory,token
3,NA,NA,21,female,ca.ty.uq,drolyuyu,g4.Ty.CF,6,absent,counterfactual,type
3,NA,NA,21,female,ca.ty.uq,drolyuyu,g4.To.CF,NA,absent,counterfactual,token
3,NA,NA,21,female,ca.ty.uq,drolyuyu,y3.CaTy.Uq,3,present,causal,type
3,NA,NA,21,female,ca.ty.uq,drolyuyu,y3.ExTy.Uq,NA,present,explanatory,type
3,NA,NA,21,female,ca.ty.uq,drolyuyu,y3.CaTo.Uq,NA,present,causal,token
3,NA,NA,21,female,ca.ty.uq,drolyuyu,y3.ExTo.Uq,NA,present,explanatory,token
3,NA,NA,21,female,ca.ty.uq,drolyuyu,y4.Ty.CF,5,present,counterfactual,type
3,NA,NA,21,female,ca.ty.uq,drolyuyu,y4.To.CF,NA,present,counterfactual,token
3,NA,NA,21,female,ca.ty.uq,drolyuyu,Mch.z1,1,absent,NA,NA
3,NA,NA,21,female,ca.ty.uq,drolyuyu,Mch.z2,1,absent,NA,NA
3,NA,NA,21,female,ca.ty.uq,drolyuyu,Mch.d1,1,absent,NA,NA
3,NA,NA,21,female,ca.ty.uq,drolyuyu,Mch.d2,1,absent,NA,NA
3,NA,NA,21,female,ca.ty.uq,drolyuyu,Mch.g1,1,absent,NA,NA
3,NA,NA,21,female,ca.ty.uq,drolyuyu,Mch.g2,1,absent,NA,NA
3,NA,NA,21,female,ca.ty.uq,drolyuyu,Mch.y1,1,absent,NA,NA
3,NA,NA,21,female,ca.ty.uq,drolyuyu,Mch.y2,1,absent,NA,NA
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,Z3.CaTy.Uq,6,absent,causal,type
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,Z3.ExTy.Uq,NA,absent,explanatory,type
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,z3.CaTo.Uq,NA,absent,causal,token
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,z3.ExTo.Uq,NA,absent,explanatory,token
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,Z4.Ty.CF,6,absent,counterfactual,type
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,z4.To.CF,NA,absent,counterfactual,token
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,d3.CaTy.Uq,3,present,causal,type
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,d3.ExTy.Uq,NA,present,explanatory,type
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,d3.CaTo.UQ,NA,present,causal,token
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,d3.ExTo.UQ,NA,present,explanatory,token
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,d4.Ty.CF,2,present,counterfactual,type
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,d4.To.CF,NA,present,counterfactual,token
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,g3.CaTy.Uq,5,absent,causal,type
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,g3.ExTy.Uq,NA,absent,explanatory,type
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,g3.CaTo.Uq,NA,absent,causal,token
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,g3.ExTo.Uq,NA,absent,explanatory,token
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,g4.Ty.CF,2,absent,counterfactual,type
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,g4.To.CF,NA,absent,counterfactual,token
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,y3.CaTy.Uq,3,present,causal,type
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,y3.ExTy.Uq,NA,present,explanatory,type
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,y3.CaTo.Uq,NA,present,causal,token
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,y3.ExTo.Uq,NA,present,explanatory,token
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,y4.Ty.CF,2,present,counterfactual,type
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,y4.To.CF,NA,present,counterfactual,token
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,Mch.z1,1,absent,NA,NA
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,Mch.z2,1,absent,NA,NA
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,Mch.d1,1,absent,NA,NA
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,Mch.d2,1,absent,NA,NA
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,Mch.g1,1,absent,NA,NA
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,Mch.g2,1,absent,NA,NA
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,Mch.y1,1,absent,NA,NA
4,"When the data tables showed larger differences in the numbers across conditions, then there seemed to be a relationship between the IV and DV.",NA,21,Female,ca.ty.uq,drolyuyu,Mch.y2,1,absent,NA,NA
