workerid,proliferate.condition,failed_audio,failed_images,failed_video,internal_node_id,response,rt,stimulus,subject,success,time_elapsed,timeout,trial_index,trial_type,error
175,Sheppes,,,,0.0-8.0, ,3469,"<center><p>Now you are going to practice using distraction. Once the picture comes up on the screen, please immediately start focusing and implementing that strategy.</p><p>Press the spacebar to continue</p></center>",25495,,285378,,10,html-keyboard-response,
175,Sheppes,,,,0.0-9.0-0.0,"{'Q0': ""I think about the weather today, the sky is grey and it's a little cold.""}",49119,,25495,,334498,,11,survey-text,
175,Sheppes,,,,0.0-9.0-1.0, ,7968,"<center><p>Just to give you more ideas, other people thought of cars passing on a street they know, or about all the steps of making coffee, or about a red triangle. <b>Remember, the moment you see the picture on the screen, start focusing all your thoughts on the distracting object you chose.</b></p><p>Press the spacebar to continue</p></center>",25495,,342467,,12,html-keyboard-response,
175,Sheppes,,,,0.0-9.0-2.0,"{'Q0': ""I think about what I'll be cooking for dinner today.""}",20975,,25495,,363443,,13,survey-text,
175,Sheppes,,,,0.0-10.0, ,11278,"<center><p>We would now like you to practice using the two strategies you just learned. First, you will see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. Follow the instructions on the screen. The same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that is written under the picture. <b>Please look at the image for the entire time that it appears on the screen. After the time is up, the next image will appear automatically.</b></p><p>Press the spacebar to continue.</p></center>",25495,,374721,,14,html-keyboard-response,
175,Sheppes,,,,0.0-11.0-0.0, ,2230,iaps/2120lp.jpg,25495,,376954,,15,image-keyboard-response,
175,Sheppes,,,,0.0-11.0-1.0,,,iaps/2120lp.jpg,25495,,381971,,16,image-keyboard-response,
175,Sheppes,,,,0.0-11.0-2.0,,,"<div style=""font-size:60px;"">+</div>",25495,,382975,,17,html-keyboard-response,
175,Sheppes,,,,0.0-11.0-0.1, ,3426,iaps/2703hp.jpg,25495,,386401,,18,image-keyboard-response,
175,Sheppes,,,,0.0-11.0-1.1,,,iaps/2703hp.jpg,25495,,391408,,19,image-keyboard-response,
175,Sheppes,,,,0.0-11.0-2.1,,,"<div style=""font-size:60px;"">+</div>",25495,,392415,,20,html-keyboard-response,
175,Sheppes,,,,0.0-12.0-0.0, ,4431,iaps/7521lp.jpg,25495,,396847,,21,image-keyboard-response,
175,Sheppes,,,,0.0-12.0-1.0,,,iaps/7521lp.jpg,25495,,401859,,22,image-keyboard-response,
175,Sheppes,,,,0.0-12.0-2.0,,,"<div style=""font-size:60px;"">+</div>",25495,,402871,,23,html-keyboard-response,
175,Sheppes,,,,0.0-12.0-0.1, ,5632,iaps/3051hp.jpg,25495,,408503,,24,image-keyboard-response,
175,Sheppes,,,,0.0-12.0-1.1,,,iaps/3051hp.jpg,25495,,413520,,25,image-keyboard-response,
175,Sheppes,,,,0.0-12.0-2.1,,,"<div style=""font-size:60px;"">+</div>",25495,,414532,,26,html-keyboard-response,
175,Sheppes,,,,0.0-13.0, ,18025,"<center><p>In this task, we want you to <b>choose</b> between the two strategies that you just learned for each picture that you see. Like in the previous part of the study, you will see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. You will then <b>select which regulation strategy to use</b> using buttons at the bottom of the screen. As soon as you select the strategy, the same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that you selected.</p><p>There are no right or wrong answers, so do not be concerned about keeping a balance between your choices. You can choose whatever strategies you want during the task. This is completely your choice. Consider both strategies and pick the one that you think will make you feel less negative. Make your choice and start controlling your emotions when you see the image appear again. <b>It is important that you keep your eyes on the picture and not avert your gaze.</b></p><p>Press the spacebar to continue</p></center>",25495,,432557,,27,html-keyboard-response,
175,Sheppes,,,,0.0-14.0-0.0,0,4314,iaps/9921hp.jpg,25495,,436873,,28,image-button-response,
175,Sheppes,,,,0.0-14.0-1.0,,,iaps/9921hp.jpg,25495,,441881,,29,image-keyboard-response,
175,Sheppes,,,,0.0-14.0-2.0,,,"<div style=""font-size:60px;"">+</div>",25495,,442887,,30,html-keyboard-response,
175,Sheppes,,,,0.0-14.0-0.1,1,3195,iaps/8231lp.jpg,25495,,446082,,31,image-button-response,
175,Sheppes,,,,0.0-14.0-1.1,,,iaps/8231lp.jpg,25495,,451091,,32,image-keyboard-response,
175,Sheppes,,,,0.0-14.0-2.1,,,"<div style=""font-size:60px;"">+</div>",25495,,452098,,33,html-keyboard-response,
175,Sheppes,,,,0.0-14.0-0.2,0,3422,iaps/3181hp.jpg,25495,,455522,,34,image-button-response,
175,Sheppes,,,,0.0-14.0-1.2,,,iaps/3181hp.jpg,25495,,460535,,35,image-keyboard-response,
175,Sheppes,,,,0.0-14.0-2.2,,,"<div style=""font-size:60px;"">+</div>",25495,,461546,,36,html-keyboard-response,
175,Sheppes,,,,0.0-14.0-0.3,0,2007,iaps/9145lp.jpg,25495,,463553,,37,image-button-response,
175,Sheppes,,,,0.0-14.0-1.3,,,iaps/9145lp.jpg,25495,,468559,,38,image-keyboard-response,
175,Sheppes,,,,0.0-14.0-2.3,,,"<div style=""font-size:60px;"">+</div>",25495,,469566,,39,html-keyboard-response,
175,Sheppes,,,,0.0-15.0, ,9824,"<center><p>You will now see a series of pictures and choose between the two strategies, exactly as you did in the previous task. Again, you will first see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. You will then <b>select which regulation strategy to use</b> using buttons at the bottom of the screen. As soon as you select the strategy, the same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that you selected.</p><p>There are no right or wrong answers, so do not be concerned about keeping a balance between your choices. You can choose whatever strategies you want during the task. This is completely your choice. Consider both strategies and pick the one that you think will make you feel less negative. Make your choice and start controlling your emotions when you see the image appear again. <b>It is important that you keep your eyes on the picture and not avert your gaze.</b></p><p>Press the spacebar to continue.</p></center>",25495,,479390,,40,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.0,1,2497,iaps/3180h.JPG,25495,,481887,,41,image-button-response,
175,Sheppes,,,,0.0-16.0-1.0,,,iaps/3180h.JPG,25495,,486891,,42,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.0,,,"<div style=""font-size:60px;"">+</div>",25495,,487898,,43,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.1,0,2928,iaps/9120l.JPG,25495,,490826,,44,image-button-response,
175,Sheppes,,,,0.0-16.0-1.1,,,iaps/9120l.JPG,25495,,495842,,45,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.1,,,"<div style=""font-size:60px;"">+</div>",25495,,496854,,46,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.2,0,2318,iaps/3230h.JPG,25495,,499174,,47,image-button-response,
175,Sheppes,,,,0.0-16.0-1.2,,,iaps/3230h.JPG,25495,,504183,,48,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.2,,,"<div style=""font-size:60px;"">+</div>",25495,,505194,,49,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.3,1,2058,iaps/9252h.jpg,25495,,507253,,50,image-button-response,
175,Sheppes,,,,0.0-16.0-1.3,,,iaps/9252h.jpg,25495,,512267,,51,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.3,,,"<div style=""font-size:60px;"">+</div>",25495,,513275,,52,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.4,1,1925,iaps/9181h.jpg,25495,,515201,,53,image-button-response,
175,Sheppes,,,,0.0-16.0-1.4,,,iaps/9181h.jpg,25495,,520206,,54,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.4,,,"<div style=""font-size:60px;"">+</div>",25495,,521214,,55,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.5,0,2041,iaps/9102l.JPG,25495,,523256,,56,image-button-response,
175,Sheppes,,,,0.0-16.0-1.5,,,iaps/9102l.JPG,25495,,528267,,57,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.5,,,"<div style=""font-size:60px;"">+</div>",25495,,529279,,58,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.6,1,2328,iaps/3140h.JPG,25495,,531608,,59,image-button-response,
175,Sheppes,,,,0.0-16.0-1.6,,,iaps/3140h.JPG,25495,,536625,,60,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.6,,,"<div style=""font-size:60px;"">+</div>",25495,,537637,,61,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.7,0,1940,iaps/2691l.jpg,25495,,539578,,62,image-button-response,
175,Sheppes,,,,0.0-16.0-1.7,,,iaps/2691l.jpg,25495,,544585,,63,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.7,,,"<div style=""font-size:60px;"">+</div>",25495,,545592,,64,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.8,1,4423,iaps/9440l.JPG,25495,,550016,,65,image-button-response,
175,Sheppes,,,,0.0-16.0-1.8,,,iaps/9440l.JPG,25495,,555025,,66,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.8,,,"<div style=""font-size:60px;"">+</div>",25495,,556033,,67,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.9,0,1590,iaps/1301l.jpg,25495,,557624,,68,image-button-response,
175,Sheppes,,,,0.0-16.0-1.9,,,iaps/1301l.jpg,25495,,562640,,69,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.9,,,"<div style=""font-size:60px;"">+</div>",25495,,563649,,70,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.10,0,1583,iaps/2053h.JPG,25495,,565233,,71,image-button-response,
175,Sheppes,,,,0.0-16.0-1.10,,,iaps/2053h.JPG,25495,,570241,,72,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.10,,,"<div style=""font-size:60px;"">+</div>",25495,,571252,,73,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.11,0,2589,iaps/3530h.JPG,25495,,573842,,74,image-button-response,
175,Sheppes,,,,0.0-16.0-1.11,,,iaps/3530h.JPG,25495,,578851,,75,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.11,,,"<div style=""font-size:60px;"">+</div>",25495,,579860,,76,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.12,1,1708,iaps/3068h.jpg,25495,,581569,,77,image-button-response,
175,Sheppes,,,,0.0-16.0-1.12,,,iaps/3068h.jpg,25495,,586581,,78,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.12,,,"<div style=""font-size:60px;"">+</div>",25495,,587588,,79,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.13,1,2012,iaps/9410h.JPG,25495,,589600,,80,image-button-response,
175,Sheppes,,,,0.0-16.0-1.13,,,iaps/9410h.JPG,25495,,594613,,81,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.13,,,"<div style=""font-size:60px;"">+</div>",25495,,595619,,82,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.14,0,2044,iaps/9470l.jpg,25495,,597663,,83,image-button-response,
175,Sheppes,,,,0.0-16.0-1.14,,,iaps/9470l.jpg,25495,,602675,,84,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.14,,,"<div style=""font-size:60px;"">+</div>",25495,,603689,,85,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.15,0,1860,iaps/6190l.JPG,25495,,605550,,86,image-button-response,
175,Sheppes,,,,0.0-16.0-1.15,,,iaps/6190l.JPG,25495,,610557,,87,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.15,,,"<div style=""font-size:60px;"">+</div>",25495,,611570,,88,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.16,1,1791,iaps/9420h.JPG,25495,,613361,,89,image-button-response,
175,Sheppes,,,,0.0-16.0-1.16,,,iaps/9420h.JPG,25495,,618379,,90,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.16,,,"<div style=""font-size:60px;"">+</div>",25495,,619390,,91,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.17,1,1688,iaps/6831h.jpg,25495,,621080,,92,image-button-response,
175,Sheppes,,,,0.0-16.0-1.17,,,iaps/6831h.jpg,25495,,626090,,93,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.17,,,"<div style=""font-size:60px;"">+</div>",25495,,627098,,94,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.18,1,6528,iaps/6836l.jpg,25495,,633627,,95,image-button-response,
175,Sheppes,,,,0.0-16.0-1.18,,,iaps/6836l.jpg,25495,,638632,,96,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.18,,,"<div style=""font-size:60px;"">+</div>",25495,,639643,,97,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.19,0,2155,iaps/7360l.JPG,25495,,641798,,98,image-button-response,
175,Sheppes,,,,0.0-16.0-1.19,,,iaps/7360l.JPG,25495,,646809,,99,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.19,,,"<div style=""font-size:60px;"">+</div>",25495,,647819,,100,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.20,0,1661,iaps/2278l.jpg,25495,,649480,,101,image-button-response,
175,Sheppes,,,,0.0-16.0-1.20,,,iaps/2278l.jpg,25495,,654487,,102,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.20,,,"<div style=""font-size:60px;"">+</div>",25495,,655496,,103,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.21,0,1578,iaps/9160l.JPG,25495,,657075,,104,image-button-response,
175,Sheppes,,,,0.0-16.0-1.21,,,iaps/9160l.JPG,25495,,662083,,105,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.21,,,"<div style=""font-size:60px;"">+</div>",25495,,663095,,106,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.22,0,1596,iaps/2312l.jpg,25495,,664692,,107,image-button-response,
175,Sheppes,,,,0.0-16.0-1.22,,,iaps/2312l.jpg,25495,,669708,,108,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.22,,,"<div style=""font-size:60px;"">+</div>",25495,,670717,,109,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.23,1,1834,iaps/2800h.JPG,25495,,672552,,110,image-button-response,
175,Sheppes,,,,0.0-16.0-1.23,,,iaps/2800h.JPG,25495,,677564,,111,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.23,,,"<div style=""font-size:60px;"">+</div>",25495,,678577,,112,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.24,0,1692,iaps/2700l.JPG,25495,,680270,,113,image-button-response,
175,Sheppes,,,,0.0-16.0-1.24,,,iaps/2700l.JPG,25495,,685274,,114,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.24,,,"<div style=""font-size:60px;"">+</div>",25495,,686280,,115,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.25,0,2232,iaps/6010l.JPG,25495,,688512,,116,image-button-response,
175,Sheppes,,,,0.0-16.0-1.25,,,iaps/6010l.JPG,25495,,693527,,117,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.25,,,"<div style=""font-size:60px;"">+</div>",25495,,694543,,118,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.26,1,1827,iaps/3150h.JPG,25495,,696372,,119,image-button-response,
175,Sheppes,,,,0.0-16.0-1.26,,,iaps/3150h.JPG,25495,,701385,,120,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.26,,,"<div style=""font-size:60px;"">+</div>",25495,,702400,,121,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.27,1,4172,iaps/3000h.JPG,25495,,706573,,122,image-button-response,
175,Sheppes,,,,0.0-16.0-1.27,,,iaps/3000h.JPG,25495,,711588,,123,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.27,,,"<div style=""font-size:60px;"">+</div>",25495,,712601,,124,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.28,0,1519,iaps/2490l.JPG,25495,,714121,,125,image-button-response,
175,Sheppes,,,,0.0-16.0-1.28,,,iaps/2490l.JPG,25495,,719133,,126,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.28,,,"<div style=""font-size:60px;"">+</div>",25495,,720143,,127,html-keyboard-response,
175,Sheppes,,,,0.0-16.0-0.29,1,1534,iaps/3261h.jpg,25495,,721679,,128,image-button-response,
175,Sheppes,,,,0.0-16.0-1.29,,,iaps/3261h.jpg,25495,,726685,,129,image-keyboard-response,
175,Sheppes,,,,0.0-16.0-2.29,,,"<div style=""font-size:60px;"">+</div>",25495,,727697,,130,html-keyboard-response,
175,Sheppes,,,,0.0-17.0,"{'Age': '27', 'Gender': 'Male'}",10853,,25495,,738553,,131,survey-text,
175,Sheppes,,,,0.0-18.0,0,6714,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about which emotion regulation strategies people chose to employ depending on how intense a negative experience (or image) is.</p><h1>Press continue to be redirected to Prolific. </h1>,25495,,745268,,132,html-button-response,
677,Sheppes,[],[],[],0.0-0.0,,,,5opf4,True,2,False,0,preload,
677,Sheppes,,,,0.0-1.0,0,2756,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",5opf4,,2758,,1,html-button-response,
677,Sheppes,,,,0.0-2.0, ,3968,"<center><p>In this study, you will be trained to use two emotion regulation strategies. You will then practice using these strategies while viewing a series of images.</p><p><b>Please be aware that the images used in this study contain content that may be unpleasant or disturbing.</b></p><p>Your participation will take approximately 10 minutes. You will receive $2.00 as payment for your participation. <b>You must use a desktop or a laptop computer to complete this study. </b> By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at <u>stanfordpsych251@gmail.com</u>. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you. </p><p>Press the spacebar to begin.</p></center>",5opf4,,6727,,2,html-keyboard-response,
677,Sheppes,,,,0.0-3.0, ,8764,"<center><p>In this part of the study, you will view a series of pictures and try to change how you feel about each picture by changing the way you think about it. Some pictures might make you feel very negative, while other pictures might make you feel slightly negative or not negative at all. You will be able to choose between two ways or strategies that will help you feel less negative. The next section will explain both strategies and give you the opportunity to practice implementing them. It is important that you try to remember what you are supposed to do in each strategy.</p><p>Press the spacebar to continue.</p></center>",5opf4,,15491,,3,html-keyboard-response,
677,Sheppes,,,,0.0-4.0, ,907,"<center><p>The first strategy is called REAPPRAISAL. This means that you attend to the picture and try to change the meaning of it. That means you think of something to tell yourself about the picture that helps you feel less negative about it. For example, you could tell yourself something about the outcome of the picture, that whatever is going on will soon be resolved, or that help is on the way. You could also focus on a specific detail of the situation that may not be as bad as it first seemed. But we want you to stay focused on the picture and not think of random things that will make you feel better, but rather to change something about the picture that helps you to feel less negative about it. It is very important that when you reappraise you do not think that the picture is fake or a scene from a movie. Think of it as a real situation, and then change the meaning of it. <b>Once again, as soon as the picture is on the screen, keep focusing on the picture, but tell yourself something about it that makes you feel less negative; keep repeating it to yourself while the screen is up.</b></p><p>Press the spacebar to continue</p></center>",5opf4,,16398,,4,html-keyboard-response,
677,Sheppes,,,,0.0-5.0, ,503,"<center><p>Now you are going to practice using reappraisal. Once the picture comes up on the screen, please immediately start focusing your thoughts with the goal of feeling less negative, <b>Focus on the picture but think of the meaning of the picture in a way that will help you feel less negative about it.</b></p><p>Press the spacebar to continue</p></center>",5opf4,,16901,,5,html-keyboard-response,
677,Sheppes,,,,0.0-6.0-0.0,"{'Q0': 'Thought about companionship , and even tough they are in a war setting, they must have good stories.'}",39521,,5opf4,,56426,,6,survey-text,
677,Sheppes,,,,0.0-6.0-1.0, ,12706,"<center><p>Just to give you more ideas, other people thought that they are fighting for their families, they are protecting their country, they stand together for an important goal, their families will be proud of them.</p><p><b>Remember, as soon as the picture is on the screen, keep focusing on the picture but tell yourself something about it that makes you feel less negative, until it disappears from the screen.</b></p><p>Press the spacebar to continue</p></center>",5opf4,,69132,,7,html-keyboard-response,
677,Sheppes,,,,0.0-6.0-2.0,"{'Q0': ""Life hasnt hit him yet hard, he's crying for simple things""}",57295,,5opf4,,126428,,8,survey-text,
677,Sheppes,,,,0.0-7.0, ,18421,"<center><p>The second strategy is called DISTRACTION. This means that you try your best to feel less negative about the picture by thinking of something that is completely unrelated to the picture. There are a few ways you can do this. First, you can think about geometric shapes. For instance, if you see a bloody knife, you can think of a big yellow triangle. Second, you can imagine yourself doing everyday tasks, such as taking a shower or making coffee in the morning. Third, you can imagine your neighborhood or other familiar streets. You could use any one of these ways to distract yourself, which you think will work best in making you feel less negative. You do not have to use the same method to distract all the time. <b>However, it is important that you keep your eyes on the picture and not avert your gaze. As soon as the picture is on the screen, start focusing all of your thoughts on something that is completely unrelated to the picture. Once you have come up with a way to feel less negative, keep repeating it to yourself while the screen is up.</b></p><p>Press the spacebar to continue</p></center>",5opf4,,144849,,9,html-keyboard-response,
677,Sheppes,,,,0.0-8.0, ,2983,"<center><p>Now you are going to practice using distraction. Once the picture comes up on the screen, please immediately start focusing and implementing that strategy.</p><p>Press the spacebar to continue</p></center>",5opf4,,147832,,10,html-keyboard-response,
677,Sheppes,,,,0.0-9.0-0.0,{'Q0': 'blue coat'},45135,,5opf4,,192968,,11,survey-text,
677,Sheppes,,,,0.0-9.0-1.0, ,10684,"<center><p>Just to give you more ideas, other people thought of cars passing on a street they know, or about all the steps of making coffee, or about a red triangle. <b>Remember, the moment you see the picture on the screen, start focusing all your thoughts on the distracting object you chose.</b></p><p>Press the spacebar to continue</p></center>",5opf4,,203652,,12,html-keyboard-response,
677,Sheppes,,,,0.0-9.0-2.0,{'Q0': 'Radio casting sports'},26979,,5opf4,,230631,,13,survey-text,
677,Sheppes,,,,0.0-10.0, ,16139,"<center><p>We would now like you to practice using the two strategies you just learned. First, you will see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. Follow the instructions on the screen. The same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that is written under the picture. <b>Please look at the image for the entire time that it appears on the screen. After the time is up, the next image will appear automatically.</b></p><p>Press the spacebar to continue.</p></center>",5opf4,,246770,,14,html-keyboard-response,
677,Sheppes,,,,0.0-11.0-0.0, ,3509,iaps/2120lp.jpg,5opf4,,250281,,15,image-keyboard-response,
677,Sheppes,,,,0.0-11.0-1.0,,,iaps/2120lp.jpg,5opf4,,255295,,16,image-keyboard-response,
677,Sheppes,,,,0.0-11.0-2.0,,,"<div style=""font-size:60px;"">+</div>",5opf4,,256297,,17,html-keyboard-response,
677,Sheppes,,,,0.0-11.0-0.1, ,5875,iaps/2703hp.jpg,5opf4,,262172,,18,image-keyboard-response,
677,Sheppes,,,,0.0-11.0-1.1,,,iaps/2703hp.jpg,5opf4,,267192,,19,image-keyboard-response,
677,Sheppes,,,,0.0-11.0-2.1,,,"<div style=""font-size:60px;"">+</div>",5opf4,,268202,,20,html-keyboard-response,
