workerid,proliferate.condition,failed_audio,failed_images,failed_video,internal_node_id,response,rt,stimulus,subject,success,time_elapsed,timeout,trial_index,trial_type,error
29,sheppes,,,,0.0-14.0-1.2,,,iaps/8231lp.jpg,flj78,,334045,,35,image-keyboard-response,
29,sheppes,,,,0.0-14.0-2.2,,,"<div style=""font-size:60px;"">+</div>",flj78,,335047,,36,html-keyboard-response,
29,sheppes,,,,0.0-14.0-0.3,1,2514,iaps/3181hp.jpg,flj78,,337565,,37,image-button-response,
29,sheppes,,,,0.0-14.0-1.3,,,iaps/3181hp.jpg,flj78,,342579,,38,image-keyboard-response,
29,sheppes,,,,0.0-14.0-2.3,,,"<div style=""font-size:60px;"">+</div>",flj78,,343581,,39,html-keyboard-response,
29,sheppes,,,,0.0-15.0, ,13798,"<center><p>You will now see a series of pictures and choose between the two strategies, exactly as you did in the previous task. Again, you will first see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. You will then <b>select which regulation strategy to use</b> using buttons at the bottom of the screen. As soon as you select the strategy, the same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that you selected.</p><p>There are no right or wrong answers, so do not be concerned about keeping a balance between your choices. You can choose whatever strategies you want during the task. This is completely your choice. Consider both strategies and pick the one that you think will make you feel less negative. Make your choice and start controlling your emotions when you see the image appear again. <b>It is important that you keep your eyes on the picture and not avert your gaze.</b></p><p>Press the spacebar to continue.</p></center>",flj78,,357381,,40,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.0,0,2095,iaps/2490l.JPG,flj78,,359476,,41,image-button-response,
29,sheppes,,,,0.0-16.0-1.0,,,iaps/2490l.JPG,flj78,,364489,,42,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.0,,,"<div style=""font-size:60px;"">+</div>",flj78,,365491,,43,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.1,1,1818,iaps/3150h.JPG,flj78,,367311,,44,image-button-response,
29,sheppes,,,,0.0-16.0-1.1,,,iaps/3150h.JPG,flj78,,372324,,45,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.1,,,"<div style=""font-size:60px;"">+</div>",flj78,,373325,,46,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.2,1,3747,iaps/3068h.jpg,flj78,,377073,,47,image-button-response,
29,sheppes,,,,0.0-16.0-1.2,,,iaps/3068h.jpg,flj78,,382089,,48,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.2,,,"<div style=""font-size:60px;"">+</div>",flj78,,383091,,49,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.3,1,2584,iaps/3000h.JPG,flj78,,385677,,50,image-button-response,
29,sheppes,,,,0.0-16.0-1.3,,,iaps/3000h.JPG,flj78,,390691,,51,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.3,,,"<div style=""font-size:60px;"">+</div>",flj78,,391693,,52,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.4,0,1838,iaps/9181h.jpg,flj78,,393533,,53,image-button-response,
29,sheppes,,,,0.0-16.0-1.4,,,iaps/9181h.jpg,flj78,,398547,,54,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.4,,,"<div style=""font-size:60px;"">+</div>",flj78,,399549,,55,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.5,0,3542,iaps/3180h.JPG,flj78,,403092,,56,image-button-response,
29,sheppes,,,,0.0-16.0-1.5,,,iaps/3180h.JPG,flj78,,408105,,57,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.5,,,"<div style=""font-size:60px;"">+</div>",flj78,,409107,,58,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.6,0,2894,iaps/9102l.JPG,flj78,,412003,,59,image-button-response,
29,sheppes,,,,0.0-16.0-1.6,,,iaps/9102l.JPG,flj78,,417014,,60,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.6,,,"<div style=""font-size:60px;"">+</div>",flj78,,418015,,61,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.7,1,2171,iaps/6836l.jpg,flj78,,420187,,62,image-button-response,
29,sheppes,,,,0.0-16.0-1.7,,,iaps/6836l.jpg,flj78,,425208,,63,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.7,,,"<div style=""font-size:60px;"">+</div>",flj78,,426210,,64,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.8,0,3830,iaps/6010l.JPG,flj78,,430043,,65,image-button-response,
29,sheppes,,,,0.0-16.0-1.8,,,iaps/6010l.JPG,flj78,,435057,,66,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.8,,,"<div style=""font-size:60px;"">+</div>",flj78,,436058,,67,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.9,0,3152,iaps/2691l.jpg,flj78,,439213,,68,image-button-response,
29,sheppes,,,,0.0-16.0-1.9,,,iaps/2691l.jpg,flj78,,444226,,69,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.9,,,"<div style=""font-size:60px;"">+</div>",flj78,,445228,,70,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.10,0,3415,iaps/9470l.jpg,flj78,,448648,,71,image-button-response,
29,sheppes,,,,0.0-16.0-1.10,,,iaps/9470l.jpg,flj78,,453659,,72,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.10,,,"<div style=""font-size:60px;"">+</div>",flj78,,454661,,73,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.11,1,2013,iaps/3140h.JPG,flj78,,456676,,74,image-button-response,
29,sheppes,,,,0.0-16.0-1.11,,,iaps/3140h.JPG,flj78,,461692,,75,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.11,,,"<div style=""font-size:60px;"">+</div>",flj78,,462694,,76,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.12,1,4363,iaps/9420h.JPG,flj78,,467059,,77,image-button-response,
29,sheppes,,,,0.0-16.0-1.12,,,iaps/9420h.JPG,flj78,,472074,,78,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.12,,,"<div style=""font-size:60px;"">+</div>",flj78,,473075,,79,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.13,0,2863,iaps/9120l.JPG,flj78,,475939,,80,image-button-response,
29,sheppes,,,,0.0-16.0-1.13,,,iaps/9120l.JPG,flj78,,480953,,81,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.13,,,"<div style=""font-size:60px;"">+</div>",flj78,,481953,,82,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.14,0,3249,iaps/9440l.JPG,flj78,,485203,,83,image-button-response,
29,sheppes,,,,0.0-16.0-1.14,,,iaps/9440l.JPG,flj78,,490216,,84,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.14,,,"<div style=""font-size:60px;"">+</div>",flj78,,491217,,85,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.15,0,2959,iaps/7360l.JPG,flj78,,494179,,86,image-button-response,
29,sheppes,,,,0.0-16.0-1.15,,,iaps/7360l.JPG,flj78,,499193,,87,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.15,,,"<div style=""font-size:60px;"">+</div>",flj78,,500195,,88,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.16,1,3931,iaps/6831h.jpg,flj78,,504128,,89,image-button-response,
29,sheppes,,,,0.0-16.0-1.16,,,iaps/6831h.jpg,flj78,,509144,,90,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.16,,,"<div style=""font-size:60px;"">+</div>",flj78,,510145,,91,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.17,0,2291,iaps/2700l.JPG,flj78,,512439,,92,image-button-response,
29,sheppes,,,,0.0-16.0-1.17,,,iaps/2700l.JPG,flj78,,517451,,93,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.17,,,"<div style=""font-size:60px;"">+</div>",flj78,,518454,,94,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.18,0,1899,iaps/2278l.jpg,flj78,,520356,,95,image-button-response,
29,sheppes,,,,0.0-16.0-1.18,,,iaps/2278l.jpg,flj78,,525380,,96,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.18,,,"<div style=""font-size:60px;"">+</div>",flj78,,526382,,97,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.19,1,3685,iaps/3261h.jpg,flj78,,530069,,98,image-button-response,
29,sheppes,,,,0.0-16.0-1.19,,,iaps/3261h.jpg,flj78,,535082,,99,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.19,,,"<div style=""font-size:60px;"">+</div>",flj78,,536083,,100,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.20,0,2599,iaps/1301l.jpg,flj78,,538685,,101,image-button-response,
29,sheppes,,,,0.0-16.0-1.20,,,iaps/1301l.jpg,flj78,,543696,,102,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.20,,,"<div style=""font-size:60px;"">+</div>",flj78,,544698,,103,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.21,1,3552,iaps/9252h.jpg,flj78,,548252,,104,image-button-response,
29,sheppes,,,,0.0-16.0-1.21,,,iaps/9252h.jpg,flj78,,553266,,105,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.21,,,"<div style=""font-size:60px;"">+</div>",flj78,,554268,,106,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.22,0,3468,iaps/6190l.JPG,flj78,,557738,,107,image-button-response,
29,sheppes,,,,0.0-16.0-1.22,,,iaps/6190l.JPG,flj78,,562752,,108,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.22,,,"<div style=""font-size:60px;"">+</div>",flj78,,563753,,109,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.23,0,2320,iaps/3230h.JPG,flj78,,566075,,110,image-button-response,
29,sheppes,,,,0.0-16.0-1.23,,,iaps/3230h.JPG,flj78,,571086,,111,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.23,,,"<div style=""font-size:60px;"">+</div>",flj78,,572087,,112,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.24,0,1940,iaps/2312l.jpg,flj78,,574028,,113,image-button-response,
29,sheppes,,,,0.0-16.0-1.24,,,iaps/2312l.jpg,flj78,,579043,,114,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.24,,,"<div style=""font-size:60px;"">+</div>",flj78,,580045,,115,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.25,1,2554,iaps/2800h.JPG,flj78,,582602,,116,image-button-response,
29,sheppes,,,,0.0-16.0-1.25,,,iaps/2800h.JPG,flj78,,587613,,117,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.25,,,"<div style=""font-size:60px;"">+</div>",flj78,,588614,,118,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.26,0,2211,iaps/9160l.JPG,flj78,,590828,,119,image-button-response,
29,sheppes,,,,0.0-16.0-1.26,,,iaps/9160l.JPG,flj78,,595845,,120,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.26,,,"<div style=""font-size:60px;"">+</div>",flj78,,596846,,121,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.27,1,3419,iaps/9410h.JPG,flj78,,600268,,122,image-button-response,
29,sheppes,,,,0.0-16.0-1.27,,,iaps/9410h.JPG,flj78,,605285,,123,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.27,,,"<div style=""font-size:60px;"">+</div>",flj78,,606287,,124,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.28,0,3444,iaps/3530h.JPG,flj78,,609734,,125,image-button-response,
29,sheppes,,,,0.0-16.0-1.28,,,iaps/3530h.JPG,flj78,,614748,,126,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.28,,,"<div style=""font-size:60px;"">+</div>",flj78,,615749,,127,html-keyboard-response,
29,sheppes,,,,0.0-16.0-0.29,0,2856,iaps/2053h.JPG,flj78,,618607,,128,image-button-response,
29,sheppes,,,,0.0-16.0-1.29,,,iaps/2053h.JPG,flj78,,623618,,129,image-keyboard-response,
29,sheppes,,,,0.0-16.0-2.29,,,"<div style=""font-size:60px;"">+</div>",flj78,,624620,,130,html-keyboard-response,
29,sheppes,,,,0.0-17.0,"{'Age': '21', 'Gender': 'Female'}",8394,,flj78,,633025,,131,survey-text,
29,sheppes,,,,0.0-18.0,0,2076,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about which emotion regulation strategies people chose to employ depending on how intense a negative experience (or image) is.</p><h1>Press continue to be redirected to Prolific. </h1>,flj78,,635102,,132,html-button-response,
23,sheppes,[],[],[],0.0-0.0,,,,p53ct,True,2,False,0,preload,
23,sheppes,,,,0.0-1.0,0,156978,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",p53ct,,156980,,1,html-button-response,
23,sheppes,,,,0.0-2.0, ,26135,"<center><p>In this study, you will be trained to use two emotion regulation strategies. You will then practice using these strategies while viewing a series of images.</p><p><b>Please be aware that the images used in this study contain content that may be unpleasant or disturbing.</b></p><p>Your participation will take approximately 10 minutes. You will receive $2.00 as payment for your participation. <b>You must use a desktop or a laptop computer to complete this study. </b> By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at <u>stanfordpsych251@gmail.com</u>. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you. </p><p>Press the spacebar to begin.</p></center>",p53ct,,183115,,2,html-keyboard-response,
23,sheppes,,,,0.0-3.0, ,18455,"<center><p>In this part of the study, you will view a series of pictures and try to change how you feel about each picture by changing the way you think about it. Some pictures might make you feel very negative, while other pictures might make you feel slightly negative or not negative at all. You will be able to choose between two ways or strategies that will help you feel less negative. The next section will explain both strategies and give you the opportunity to practice implementing them. It is important that you try to remember what you are supposed to do in each strategy.</p><p>Press the spacebar to continue.</p></center>",p53ct,,201571,,3,html-keyboard-response,
23,sheppes,,,,0.0-4.0, ,42504,"<center><p>The first strategy is called REAPPRAISAL. This means that you attend to the picture and try to change the meaning of it. That means you think of something to tell yourself about the picture that helps you feel less negative about it. For example, you could tell yourself something about the outcome of the picture, that whatever is going on will soon be resolved, or that help is on the way. You could also focus on a specific detail of the situation that may not be as bad as it first seemed. But we want you to stay focused on the picture and not think of random things that will make you feel better, but rather to change something about the picture that helps you to feel less negative about it. It is very important that when you reappraise you do not think that the picture is fake or a scene from a movie. Think of it as a real situation, and then change the meaning of it. <b>Once again, as soon as the picture is on the screen, keep focusing on the picture, but tell yourself something about it that makes you feel less negative; keep repeating it to yourself while the screen is up.</b></p><p>Press the spacebar to continue</p></center>",p53ct,,244070,,4,html-keyboard-response,
23,sheppes,,,,0.0-5.0, ,7640,"<center><p>Now you are going to practice using reappraisal. Once the picture comes up on the screen, please immediately start focusing your thoughts with the goal of feeling less negative, <b>Focus on the picture but think of the meaning of the picture in a way that will help you feel less negative about it.</b></p><p>Press the spacebar to continue</p></center>",p53ct,,251710,,5,html-keyboard-response,
23,sheppes,,,,0.0-6.0-0.0,{'Q0': 'they are defending their nation and performing their patriotic duty perhaps because someone is attacking them as well'},63065,,p53ct,,314776,,6,survey-text,
23,sheppes,,,,0.0-6.0-1.0, ,8660,"<center><p>Just to give you more ideas, other people thought that they are fighting for their families, they are protecting their country, they stand together for an important goal, their families will be proud of them.</p><p><b>Remember, as soon as the picture is on the screen, keep focusing on the picture but tell yourself something about it that makes you feel less negative, until it disappears from the screen.</b></p><p>Press the spacebar to continue</p></center>",p53ct,,323438,,7,html-keyboard-response,
23,sheppes,,,,0.0-6.0-2.0,"{'Q0': ""he may be upset in the moment because something hit his eye or he's tired but a caregiver is going to take care of him soon""}",46371,,p53ct,,369822,,8,survey-text,
23,sheppes,,,,0.0-7.0, ,23227,"<center><p>The second strategy is called DISTRACTION. This means that you try your best to feel less negative about the picture by thinking of something that is completely unrelated to the picture. There are a few ways you can do this. First, you can think about geometric shapes. For instance, if you see a bloody knife, you can think of a big yellow triangle. Second, you can imagine yourself doing everyday tasks, such as taking a shower or making coffee in the morning. Third, you can imagine your neighborhood or other familiar streets. You could use any one of these ways to distract yourself, which you think will work best in making you feel less negative. You do not have to use the same method to distract all the time. <b>However, it is important that you keep your eyes on the picture and not avert your gaze. As soon as the picture is on the screen, start focusing all of your thoughts on something that is completely unrelated to the picture. Once you have come up with a way to feel less negative, keep repeating it to yourself while the screen is up.</b></p><p>Press the spacebar to continue</p></center>",p53ct,,393049,,9,html-keyboard-response,
23,sheppes,,,,0.0-8.0, ,3704,"<center><p>Now you are going to practice using distraction. Once the picture comes up on the screen, please immediately start focusing and implementing that strategy.</p><p>Press the spacebar to continue</p></center>",p53ct,,396754,,10,html-keyboard-response,
23,sheppes,,,,0.0-9.0-0.0,{'Q0': 'spending time with friends on a sunny day'},51872,,p53ct,,448628,,11,survey-text,
23,sheppes,,,,0.0-9.0-1.0, ,10912,"<center><p>Just to give you more ideas, other people thought of cars passing on a street they know, or about all the steps of making coffee, or about a red triangle. <b>Remember, the moment you see the picture on the screen, start focusing all your thoughts on the distracting object you chose.</b></p><p>Press the spacebar to continue</p></center>",p53ct,,459541,,12,html-keyboard-response,
23,sheppes,,,,0.0-9.0-2.0,{'Q0': 'eating pizza'},25217,,p53ct,,484759,,13,survey-text,
23,sheppes,,,,0.0-10.0, ,27479,"<center><p>We would now like you to practice using the two strategies you just learned. First, you will see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. Follow the instructions on the screen. The same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that is written under the picture. <b>Please look at the image for the entire time that it appears on the screen. After the time is up, the next image will appear automatically.</b></p><p>Press the spacebar to continue.</p></center>",p53ct,,512238,,14,html-keyboard-response,
23,sheppes,,,,0.0-11.0-0.0, ,4910,iaps/2120lp.jpg,p53ct,,517150,,15,image-keyboard-response,
23,sheppes,,,,0.0-11.0-1.0,,,iaps/2120lp.jpg,p53ct,,522167,,16,image-keyboard-response,
23,sheppes,,,,0.0-11.0-2.0,,,"<div style=""font-size:60px;"">+</div>",p53ct,,523181,,17,html-keyboard-response,
23,sheppes,,,,0.0-11.0-0.1, ,9400,iaps/2703hp.jpg,p53ct,,532583,,18,image-keyboard-response,
23,sheppes,,,,0.0-11.0-1.1,,,iaps/2703hp.jpg,p53ct,,537590,,19,image-keyboard-response,
23,sheppes,,,,0.0-11.0-2.1,,,"<div style=""font-size:60px;"">+</div>",p53ct,,538605,,20,html-keyboard-response,
23,sheppes,,,,0.0-12.0-0.0, ,4289,iaps/3051hp.jpg,p53ct,,542891,,21,image-keyboard-response,
23,sheppes,,,,0.0-12.0-1.0,,,iaps/3051hp.jpg,p53ct,,547894,,22,image-keyboard-response,
